drama_id,drama_name,drama_cover_url,drama_desc,drama_tags,talent_name,category_name,video_num,last_num_position
1872085058163478530,天眼神瞳,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7382144135299353625.png,男主庄恒遭遇女友的背叛，却意外获得天眼神力。此后，男主凭借天眼在古玩市场鉴宝，混得风生水起，以此积累了大量财富。起初，男主的鉴宝能力得不到认可，遭遇了一众反派的嘲讽。然而，女主始终陪伴在男主身边，两人也逐渐产生了深厚的感情。最后，男主将拍卖所得的天价国宝上交国家，被国家领导人任命为神瞳大师，与女主幸福地在一起。,"奇幻脑洞,神豪,传承觉醒,异能,逆袭,小人物",电影,,80,80.0
1872085059650699265,傅总，门外有六宝说是你崽崽,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7416614381342968857.png,五年前，江雨绵被后妈和继妹陷害，意外与首富大佬傅擎舟春宵一夜，生下6胞胎。五年后，江雨绵以顶尖脑科专家身份带6宝回国，发现雇主傅擎舟是继妹未婚夫、孩子亲爹。为防继妹成孩子后妈，她隐瞒真相斗智斗勇。最终，傅擎舟发现孩子们，揭开真相，一家团聚。,"萌宝,现代言情,霸总,豪门恩怨,马甲,打脸虐渣,逆袭",电影,,50,50.0
1872085060411625474,漂亮后妈太美味,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7432124174023265305.png,六年前，余欢喜与男主一夜荒唐，生下龙凤胎，却被告知男婴去世，六年后，身为厨师的余欢喜带着女儿余小鱼意外救下同为熊猫血的儿子明天，明天跟着父亲明景皓生活六年，一心想让明景皓给自己找个妈咪。于是，阴差阳错下，男主隐藏身份与女主闪婚，而女主在与男主的相处中，也逐渐发现了男主和孩子的秘密,"萌宝,现代言情,霸总,逆袭,闪婚,马甲",电影,,80,80.0
1872085061693325314,救命！太子爷每天都想上位,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7431068066340932633.png,狸猫换太子的真相爆出，桑苒瞬间从女神跌落泥潭，亲人反目成仇，未婚夫背叛羞辱，桑苒想逃离一切，却又被裴家的真心牵绊，进退两难，本以为人生已经够抓马了，结果被她渣了的小白脸竟是京圈太子爷，啊！救命！,"现代言情,霸总,逆袭,马甲,暗恋成真,打脸虐渣,豪门恩怨,真假千金,强强联合",电影,,71,71.0
1872085062501875713,神医王妃不好惹,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7324262824069303358.png,什么？王爷竟敢如此嘚瑟？看我不拿下他！！,"古风权谋,穿越,王妃,打脸虐渣,古装,逆袭",电影,,95,95.0
1872085062724485122,麒麟归来,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7408958190974422041.png,战宇轩和许晓兰结婚当天接到了任务，他是麒麟小队队长，他选择了执行任务。而此行凶险，所以提出退婚，许晓兰已有身孕。许晓兰选择生下孩子，带着孩子寻找战宇轩，一找就是六年。战宇轩完成了任务，却被困在了无人区野人山，所有人都以为他死了，可是他却走出了野人山。战宇来到许家，发现许父去世，却连葬礼都没钱举办，反而被亲戚们刁难，让许晓兰改嫁，关键时刻战宇轩站了出来！,"逆袭,马甲,都市修仙,战神归来",电影,,72,72.0
1872085063666405377,破茧共生,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7362163961225022526.png,计算机系高材生刘弟因见义勇为重伤，右眼失明。虽挚友张天甲竭力帮衬，但在病痛折磨下苦熬三年，刘弟的伤情仍恶化到无可挽回。刘弟以为死亡终于来临之际，却意外和自未来穿越而来的超级计算机“魔瞳”融合共生。,"奇幻脑洞,系统,传承觉醒,异能,逆袭,小人物",电影,,100,100.0
1872085064537063426,战尊出狱,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x600_7297181491123981364.png,他是江城人眼中的废物上门女婿，五年前在婚礼现场被陷害入狱。 五年后回归，成为战部第一统帅，深受万民敬仰的北境战尊，而此时，他却得知妻子饱受多年苦楚，如今更是被逼改嫁……,"战神归来,赘婿逆袭,强者回归,逆袭,天下无敌",电影,,137,137.0
1872179508870774786,和平战士,https://spider-oss.hobby666.com/prod/hobby_weibo_animation/images/350x490_18edb860fa7c8ee8e71e4fe587bd11bb.jpg,该剧以上个世纪三四十年代，荆楚大地汉江平原火龙沟铜矿矿区起义为背景，讲述主人公董海文从一个不谙世事的懦弱留洋学生，在战火的历练中演变为一个坚强的革命战士的成长过程。以董海文和古小凤这对欢喜冤家几起几落，若即若离的爱情纠葛为主线，通过董海文与恩师日本次长小藤俊这两个爆破专家在战场上的斗争，和董海文等人与民族败类古振堂之间的激烈博弈为主要内容，歌颂了以董海文、赵思琴、古小凤等为代表的共产党人和民族精英为保护国家资源英勇斗争的崇高精神。,"战争传奇,战时爱情,抗日战争",,,38,38.0
1872447424463765505,风起时想你,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7388024180060474393.png,女主姜嫣因家族联姻嫁给首富商承洲，商承洲却因为三年前的事情以为女主想要放火杀了自己，并且误会两人的婚姻只是交易。一次冲动后，姜嫣怀孕。这时，商承洲的白月光温无忧回归，当年的真相浮现，两人却即将面临分离,"现代言情,霸总,虐恋,打脸虐渣,逆袭",电影,,58,58.0
1872447425944043521,上有老下有小,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7410254090682240062.png,王伟本是天骄集团董事长、大夏首富王国彰的儿子，但因为父亲的考验，自己的家就是瘫痪的爹，没妈的儿和身兼数职的自己！！在一次送外卖的途中，王伟救下了跳楼轻生的女孩，也因此结识了万庭集团的总裁江婉婷，殊不知江婉婷正是自己八年前在酒店邂逅的女人。更意外的是，八岁的儿子居然是国际顶级黑客。,"小人物,神豪,都市日常,逆袭",电影,,62,62.0
1872447426781417473,七宗罪之救赎,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7398358208571526168.png,起初所有人都以为这只是一场恶作剧，直到被困在这个地方走不出去，所有人都变成疯子，才明白，大家相聚在这里是因为都有罪,悬疑推理,电影,,80,80.0
1872447427341697025,天降三宝，大佬妈咪拽又飒,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7366815918267059224.png,"六年前，苏家大小姐苏锦在成年礼上，被父亲陆振南跟妹妹苏若彤下药陷害，意外跟陆氏集团总裁陆彦北发生关系，最终陆振南父女以丑闻为由，将苏锦赶出苏家。
苏锦离开苏家后不久，发现自己怀上了三胞胎，结果大宝被苏若彤抢走，用来做嫁给陆彦北的砝码。而苏锦也从苏若彤口中得知，知道母亲被陆振南几人联合害死的真相。最终，苏锦被外公派来的人救下，并且又产下两个孩子。
六年后，苏锦带着双宝王者归来，势必要拿回一切……","萌宝,现代言情,霸总,打脸虐渣,豪门恩怨,逆袭",电影,,93,93.0
1872447429187190785,诛天大主宰,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7408122092928912408.png,万年前，人族天帝瞬秒神魔妖三族首领，以一人之力抵挡天道浩劫。万年后，炼气小卒林修竹天帝意识觉醒。人族天帝林修竹霸气降世，他将如何拯救苍生？,"古装,重生,玄幻仙侠,逆袭,马甲,强者回归",电影,,83,83.0
1872447430759415810,弃子竟是绝世强龙,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7423271261301656601.png,在这个融合了古代宫廷斗争与现代智慧的故事中，九皇子李立坤的重生之路充满了挑战与逆袭的传奇色彩。皇子李立坤胆小孱弱，因圣母萧妃原是前朝后妃被纳入后宫，皇子身份被世人诟病，皇帝不喜。成年后，九皇子迟迟不被封王，受人欺凌。萧妃为子求王位，雨中跪扣大殿三天三夜。皇帝李元不喜，又怀疑李立坤的生父，让萧妃走钉板以明志。萧妃过钉板而亡，太子李承泽蒙骗李立坤，诱其撞柱自杀，原主李立坤死亡,"历史古代,穿越,逆袭,古装",电影,,81,81.0
1872447431846379522,我就癫点怎么了,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7434059872729041945.png,重获新生而决定改写命运的十八线女明星谢弥，在录制恋综节目中重遇前男友萧景析和神秘大佬沈爅卿。三人上演一次次修罗场，让观众们吃瓜不停，最终“谢爅杀驴”组合圈粉无数，二人也在经历种种后双向奔赴甜蜜结局。,"娱乐圈,现代言情,穿越,霸总,逆袭,穿书,打脸虐渣",电影,,88,88.0
1872447432254984194,冰与火之戈,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7397272386556398654.png,号神宫之主的杀神李洛因为杀心太重，被祖师封了武学，闭了双目，让他成为弱者，去凡尘历练，成就大器之才。李洛拿着祖师给的婚书到沈家提亲，沈父因和王府联姻设局刁难，想让李洛知难而退，但李洛决心要娶冰系女神，突破桎梏，对抗狼族，于是强忍怒火，准备好了沈家要的条件，第二日再次上门提亲......,"战神归来,都市修仙,强者回归,逆袭,马甲,天下无敌,小人物",电影,,85,85.0
1872447433309552642,封总今天挂男科没,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7386988389595089982.png,蒋星颜暗恋封煜承七年，为了嫁给他，蒋星颜做了三年的全职太太。结婚纪念日当天，封煜承因为白月光跟蒋星颜离婚，蒋星颜彻底心死，决定重回职场做自己。蒋星颜一系列的发疯让封煜承抓狂。他越逼迫蒋星颜离职，就越谣言四起，两个人也更紧密地纠葛在了一起，闹出了一系列啼笑皆非的事情。蒋星颜的改变，让封煜承逐渐爱上了一直忽视的前妻，开启追妻火葬场之路……最终两个人终成眷属！,"现代言情,霸总,逆袭",电影,,66,66.0
1872447434554650625,乖我的霸总小奶狗,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7399853132127144984.png,林知夏小时候救过霍凌非，长大后霍凌非想要找到林知夏报恩，他听说林知夏想要养小奶狗，便决定隐瞒自己的总裁身份假装成小奶狗。霍凌非以实习生的身份跟赖在林知夏身边，对林知夏穷追不舍，两人日久生情终成眷属。,"现代言情,霸总,打脸虐渣,逆袭,大女主,姐弟恋",电影,,66,66.0
1872809726572314625,全职太太的逆袭,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7407625816164535358.png,简宁，29岁的金融天才，计算机高材生。从小父母双亡，和小姨相依为命，因为爱情，放弃事业，在家里做一个全职保姆。结果发现丈夫出轨，选择离婚，离婚后，却被联手差点害死，开启复仇。复仇后，偶得良人留下，闪光点越来越放大，获得幸福。,"霸总,家庭伦理,女性成长,逆袭",电影,,80,80.0
1872809727762010113,离婚后公布亿万身价,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x712_7282611515646020648.png,秦天和艾潇潇结婚，过起了家庭煮夫的平凡生活。不料秦天的真心最终也抵不过金钱和地位。因为他穷，因为他窝囊，因为他平凡如尘埃！可当秦天签下离婚协议的一刹那，这个世界的王，他回来了！,"战神归来,神豪,都市修仙,逆袭,马甲",电影,,101,101.0
1872809730286981122,重生娇美千金霍少夜夜宠,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7330902581285227582.png,姚雪在校医室醒来，发现自己重生了；回忆前世：他被男友背叛，车祸身亡，家破人亡；这一世她拼了命也要救下父亲，严惩渣男...,"现代言情,霸总,重生,打脸虐渣,豪门恩怨,逆袭",电影,,82,82.0
1872809730587213826,医妃有毒：禁欲王爷狠狠宠,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7405099778545044542.png,21世纪医学博士宋染穿越到即将命丧黄泉的丞相府嫡女宋染身上，为保命谎称自己怀有睿王萧玦的孩子，皇后允许宋染嫁入睿王府，睿王醒后怀疑宋染，但为清除自己身上的余毒保护宋染，二人朝夕相处间也渐渐对对方改观,"古风权谋,穿越,王妃,古装",电影,,71,71.0
1872809732753231873,玫瑰冠冕,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7311242769945594934.png,徐家养女楼阮，一直喜欢着青梅竹马的周越添，她追着她跑了十年，却只落得，养女，不配嫁入周家的回复。殊不知，就在她追着别人跑的十年中，也有人，在默默的看着她的背影。,"现言甜宠,霸总,闪婚,暗恋成真,豪门恩怨",电影,,100,100.0
1872809732873109505,简化,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7398358857845574718.png,她被同门师姐追杀，欲自爆同宝物同归于尽，造化天书触发。结果身受重伤，逃至现代，一群小混混试图侮辱她，这时一个和她的师尊长得一模一样的外卖小哥出现了……他英雄救美，她也帮他打通任督二脉。,"奇幻脑洞,穿越,都市修仙,传承觉醒,逆袭,小人物",电影,,81,81.0
1872809735070924801,凤鸣,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7424032458397469721.png,沈时薇身为凤鸣殿女帝，为丈夫李月白甘于平凡，并且在暗中扶持李月白的事业，但没想到随着女主给李月白一笔十亿的投资，不知内情的李月白，竟然暴露嫌平爱富的真实面孔，对沈时薇百般打压，并且提出离婚，但于此同时，对沈时薇一见钟情的厉北，则出面为沈时薇遮风挡雨。,"女性成长,霸总,逆袭,打脸虐渣,大女主,小人物,女帝",电影,,64,64.0
1872809735434579970,总裁爹地人设崩了,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x710_7317903698619796489.png,林以沫父亲离婚另娶，母亲重病 没钱医治。求助男友，男友却将她卖给有钱老男人。逃跑路上，林以沫误入陆长渊的房间，陆长渊想要一个孩子，并愿意给百万酬金。想到病重的母亲，林以沫答应。后来林以沫生下龙凤胎，陆长渊带走女儿，林以沫带着儿子出国。几年后，林以沫带着天才萌宝儿子强势归来，阴差阳错，与陆长渊再续前缘，与女儿一家团聚。,"萌宝,现代言情,霸总",电影,,82,82.0
1872809736517320705,女帝天下毒士保驾,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7429156804107455513.png,现代资本家高阳穿越大乾，恰逢女帝登基，广招天下人才，于是毛遂自荐，觐献毒谋！云诡波谲，看我毒计安天下！辣手摧心，女帝直呼活阎王！,时空之旅,电影,,64,64.0
1872809737491038209,应龙,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7418465308534377497.png,应渊本是应家少主，天生龙骨，被誉为百年不遇的武道天才，但后母为求上位，强行将他的龙骨移植给了弟弟应天均。自此，应渊沦为废人，在青梅竹马的帮助下，才得以逃出应家。而唐清禾为了保护应渊，永远留在了十年前。十年间，应渊征战南北，一路登顶大夏巅峰，镇五衙、御六道、执掌龙渊！天家亲封，大夏应皇！但他始终没有忘记当年对唐清禾的誓言，找到他的家人，保护好他的妹妹。于是，应渊重回青州，寻找唐家人,"战神归来,奇幻脑洞,都市修仙,逆袭,马甲,天下无敌,强者回归",电影,,79,79.0
1873172123483541506,医武神婿,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7405541475468987454.png,叶辰，一个普通的妇科实习医生，却医治好了当今医圣都束手无策的九幽断魂散，这种病症是一种十分罕见的疾病，常人很难治愈。但是，这只是叶辰的个人能力所能达到的极限，他的真实身份却远比这更加神秘。,"都市修仙,无敌神医,战神归来,赘婿逆袭,逆袭,马甲",电影,,90,90.0
1873172124328083458,萌宝特工,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7369209202188766233.png,拥有特异功能血脉的韩家独女韩施画，阴差阳错怀了四名特异功能宝宝，却被黑暗势力抢夺。6年之后，被拆散的宝宝用异能逃离实验室，找到妈妈。不断保护妈妈抗击反派势力的攻击，最终找回亲生父亲，夺回庄园，一家幸福团聚。,"萌宝,现代言情,霸总,奇幻爱情,豪门恩怨,逆袭",电影,,64,64.0
1873172125782020098,凡人修仙记,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7386582416812428313.png,普通世家青年林风惨遭深爱的赵璇儿算计，家传秘药被夺，险些丧命。但是因祸得福，进入神界修炼三千年，修成无上神境。回到下界的林风发现神界三千年，下界仅仅过了三年。林风重返家门，却遇到三年前的仇敌，依次重现在面前。林风决定不再忍气吞声，要用一身修为保护家人，惩治那些践踏普通修行者尊严的世家和宗门。,"玄幻仙侠,强者回归,古装,逆袭,高手下山,天下无敌",电影,,12,12.0
1873172127185354753,天后从前男友婚礼现场开撕,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7412593995555015705.png,林夏重生在了歌坛天王冷风和影视天后钟怡的婚礼上，这一世的她要走上娱乐巅峰，踩到她们身败名裂万劫不复。林夏在婚礼上献唱100首金曲自此名声大噪，高影作为乐坛天后嫉妒林夏的才能当众撕毁了林夏的词本，被林夏说得五体投地。林夏承诺给两家公司创作一千首金曲并为四位导师定制了专属的歌曲，获得众人的一致好评。,"女性成长,重生,娱乐圈,逆袭,打脸虐渣,大女主",电影,,79,79.0
1873172129600024578,全世界谁倾听你,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7428812720763325502.png,在繁华都市的一隅，沈昭阳，一位才华横溢却命运多舛的作曲家，与柳见月，一位从平凡走向辉煌的女歌手，共同编织了一段扣人心弦的爱情篇章。当沈昭阳面临生命的残酷考验，他选择了沉默与牺牲，独自承担病痛的折磨，只为让柳见月继续在星光璀璨的舞台上绽放。而柳见月，在名利的光环下，内心却始终留有一份对沈昭阳的纯粹情感。,"现代言情,虐恋",电影,,30,30.0
1873172129818738690,总裁别抢我儿子,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7392089521824730136.png,苏烟怀孕八月，却被诬陷杀害凌司夜的爷爷。凌司夜暴怒关苏烟禁闭，白沫是凌司夜的白月光，想拿回少奶奶位置，强迫苏烟吃堕胎药。恰巧凌司夜回来，白沫表示自己想阻止苏烟无果。凌司夜大怒，却着急将人送往医院，孩子生出来已经死了，苏烟伤心欲绝假死离开。不曾想拿到孩子尸体的凌司夜却发现孩子没死，进行抢救。8年后，苏烟带着女儿苏宝准备回国。苏烟决定将女儿留下，避免被凌司夜发现，自己孤身以新的身份回国。,"萌宝,现代言情,霸总,打脸虐渣,豪门恩怨,逆袭",电影,,76,76.0
1873172131915280385,沉舟归来,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7397234049674120216.png,一起生活了十几年，随着亲生弟弟的回归，叶沉舟好像狗一样被逐出叶家。七个姐姐都以为叶沉舟只是一个废物，嫌弃他碌碌无为。慢慢的他们了解到真相，他们意识到自己所谓的成功以及叶家的成就都是叶沉舟给的。七个倾城绝色的姐姐无比后悔，恍然醒悟后跪在地上，想要取得叶沉舟的原谅。,"战神归来,神豪,都市修仙,传承觉醒,强者回归,逆袭",电影,,75,75.0
1873172131922481153,救命！和逃婚对象闪婚了,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7418774371348515902.png,一封伪造的男性功能障碍诊断书，让云抒选择和霍司寒闪婚，应付家族的逼婚。殊不知，霍司寒正是她要逃婚的对象，本想领证后相安无事，却在各种意外下被迫同居。隐瞒身份的总裁和十八线小演员，爱情萌芽正悄然滋生。,"现代言情,霸总,逆袭,闪婚,豪门恩怨",电影,,67,67.0
1873172132788944897,我的二婚老公是神秘大佬,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7430313356046634009.png,林湘兰与前夫离婚后，被逼嫁给了一个植物人，殊不知，植物人其实是本城首富王江国。林湘兰嫁过去之后，一边肩负起照顾王江国的任一边出去打工挣钱。这天，林湘兰因为在打扫卫生的时候弄脏了顾客的鞋。面对顾客的刁难，林湘兰委曲求全，这时，王江国来找她，发现林湘兰被欺负，让手下出面帮助林湘兰，还升了林湘兰的职，让林湘兰在自己擅长的领域发光发热。,"现代言情,霸总,逆袭,马甲,打脸虐渣,闪婚",电影,,77,77.0
1873172133664604161,我的师兄是妖王,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7382876411985415192.png,叶默，怀揣修仙梦，穿越千山万水寻高人。偶遇孙悟空师徒，结为师兄弟，在历练中，修为精进，斩妖除魔，为民除害。成就传奇。,"都市修仙,穿越,强者回归,逆袭",电影,,80,80.0
1873534508100354049,醉枕江山，这个皇子是老六,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7433350735917485081.png,一次滴血，九龙玉佩逆转时空，智圣云铮穿越成为大乾朝六陛下。一朝醒来，他却无辜遭三皇子算计，被陷害与三王妃有私情，神似自己影卫十三的沈家嫡女沈落雁也前来退婚。面对重重危机，他自降身份愿以身试险前往朔北，并以北桓使团的来访为契机，拆破北桓狼子野心，为自己博得一线生机，也获得了沈家的认可。可结婚当日，朔北就传来了急报···,"历史古代,穿越,逆袭,古装",电影,,69,69.0
1873534509160902658,得到道家传承后我终于发达了,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7400206909778709529.png,陈昊宇为了救一个女孩被车撞进了医院，昏迷一百天，在梦中获得了千年前逍遥真人的传承，成为了一代道家天师，从此发达，开启逍遥人生。,"都市修仙,传承觉醒,逆袭,天下无敌",电影,,101,101.0
1873534510847311874,逃妻归来：三个女宝甜又飒,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7434069325293554750.png,基因特殊的顾蔓蔓易容成丑女，向霍承洲借种有了一夜情。霍承洲被丑女猥亵而尊严受辱，下了全球追杀令追杀顾蔓蔓。九个月后，顾蔓蔓生宝宝那天，霍承洲收到沈清柔的通风报信赶过去。顾蔓蔓带着两个宝宝逃离，却弄丢了的大儿子被霍承洲捡到。顾蔓蔓一边逃亡，一边消除了自己所有痕迹。从此后霍承洲彻底失去顾蔓蔓消息。六年后顾蔓蔓改名为宋晚吟回国找大儿子，丑女的踪迹又开始出现，霍承洲一边追杀顾蔓蔓，一边爱上了晚吟。,"萌宝,现代言情,霸总,逆袭",电影,,89,89.0
1873534512869916674,星球坠落,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7393259929672354878.png,"2040年，月球危机爆发，月球坠落导致全人类灭亡，电视台主持人张睿重生回十年前，为了挽救人类文明，他在直播中公开宣布月球危机即将到来，并且预演一系列的危机到来的前兆。
这一世，张睿发誓要保护好爱人。
这一世，全人类，谁都要站着活下去！","奇幻脑洞,重生,逆袭",电影,,79,79.0
1873534514437636098,我竟靠爸妈养猪走上巅峰,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7408080990045735961.png,叶天的父母奋斗多年，从农民成为大夏最大养猪产业的亿万富翁，二人来城看在城里打工的叶天，叶天却不知道父母身份，把父母给八百万零花钱送去银行上交，结果在路上撞到了唐婉书，唐婉书正被逼婚，为躲避婚事，唐婉书请叶天和父母帮忙，伪装成自己的男友和未来公公婆婆去饭店贺喜。结果被唐婉书父母以及江烨各种羞辱。,"都市日常,神豪,逆袭,小人物",电影,,32,32.0
1873534514878988290,领证当天我换了个豪门老公,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7395442648514825241.png,女主领证当天，老公竟然出轨。女主与陌生人阴差阳错领证后，才得知背后身份竟是总裁，也自己孩子的亲生父亲。原来4年前已经那晚的陌生人竟然是他，缘分妙不可言，且看他们如何续写人生精彩篇章。,"萌宝,现代言情,霸总,逆袭,闪婚",电影,,99,99.0
1873534517030666242,真千金不装了，疯批得罪全世界,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7431383942441225240.png,叶十一作为被抱错的真千金回到叶家，面对家庭成员的误解与不公，她以独特方式反击。在温家寿宴上，她巧妙揭露了温璨并非残疾的事实，粉碎了试图篡夺家产者的阴谋。最终，她不仅赢得了爱情，也证明了自己的价值。,"真假千金,现代言情,霸总,豪门恩怨",电影,,98,98.0
1873534517629812737,潜龙在天,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7412536598564178969.png,首富林灿的妻子韩莉莉，为了霸占林灿的资产将其推入深海，幸得沈颜相救捡回一条命，但却失去记忆，期间与沈颜暗生情愫准备结婚，沈颜家里人嫌贫爱富反对两人并对林灿动手，林灿恢复记忆，记起自己首富身份。,"神豪,小人物,战神归来,逆袭,强者回归",电影,,109,109.0
1873534518613676034,被偷走的那五年,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7428850297159568446.png,从小在孤儿院长大的梁笙，在咖啡店打工兼职时，邂逅了首富纪振华的独孙纪闻舟，两人一见钟情，很快坠入爱河，许下终生。但梁笙不知道，从小一起在孤儿院长大、同在咖啡店兼职的闺蜜黎清对纪闻舟也是一见倾心，黎清嫉妒梁笙“抢走”自己的爱人，买通杀手，在梁笙去机场接纪闻舟的路上，对怀孕的梁笙痛下杀手,"现代言情,霸总",电影,,70,70.0
1873534518930685953,大周皇太子,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7388141318997822526.png,李子夜意外穿越到了古代，成为了大周王朝的太子。初到古代，他便发现这个时代充满了危机和纷争。大周王朝国力衰微，内忧外患，随时都可能分崩离析。李子夜凭借着现代的知识和智慧，开始努力改变大周的困境。开始努力改变大周的困境。他推行一系列改革措施，加强中央集权，发展经济，改善民生。然而，他的努力并没有得到应有的认可。相反，他的改革触动了太多人的利益，引来了无数的阻挠和攻击。,"历史古代,穿越,重生,异能,古装,逆袭",电影,,91,91.0
1873544131984797698,猎罪图鉴2,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_c7f9c92c-9667-4d68-bb3a-38fffae6ccef.jpeg,猎罪图鉴第二季将延续第一季“绘色显影，画见人心”这一故事内核，通过对画像的勾勒，洞悉人性的复杂。模拟画像师沈翊、刑警队长杜城等人组成的北江小分队，在第二季将继续拆解人性谜题，追击案件真凶。,"悬疑推理,剧情,刑侦",,,1,
1873545338153381889,清明上河图密码,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_096408cb-1d3b-4fc6-8e78-bcaa10de48af.jpeg,北宋年间，都城汴梁城（今河南开封）雀儿巷一角生活着赵不尤=、温悦=等性格迥异的一家五口人。赵不尤本是大理寺最底层的贴书小吏，想过平凡普通的烟火日子，妻子温悦想置宅购田让家人过上更好的日子。一家人时常吵吵闹闹却也其乐融融。一次意外，一家人被卷入轰动的梅船大案中，随着一桩桩案件破解，一家人各显其能开启了一边破解案件、一边解决层出不穷的家庭问题和各自成长的奇妙之旅。最终一家五口重新认识并接纳了彼此，也各自收获了成长，携手揭露了幕后黑手的伪善与恶行，既捍卫了小家的幸福，也守护了汴梁百姓的安乐,"北宋,悬疑推理,家庭亲情,成长",,,1,
1873546390164516866,我是刑警,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_c3d1eba9-1cd0-4985-bf78-eabf86e949e0.jpeg,20世纪90年代的中昌省河昌市，基层民警秦川凭借自身努力求学深造，终于如愿成为一名刑警。在师父高建设、好友叶茂生壮烈牺牲后，秦川更加坚定了自己捍卫正义，制裁犯罪分子的决心，先后参与侦破多起案件，逐渐成长为中昌刑侦队伍中的优秀代表。刑侦事业需要培养新人，中昌省公安厅特邀刑事技术专家曹忠恕被秦川的才干和专注所打动，首席刑侦专家武英德更是经过严格考察，收秦川为徒。在疑难积案、恶性大案的侦破过程中，武英德、曹忠恕和秦川、陶维志、李文、赵飞等老中青三代刑警共同努力，用实战培养了一批更加现代化、专业化的年轻刑侦干警。一线刑警们对于刑侦事业的执着与投入，也感染着他们的下一代，实现着警魂的薪火相传,"年代刑侦,警魂传承,悬疑推理",,,1,
1873547376002117633,九重紫,https://image.hobby666.com/om/resource/banner/2025-01-03/1125x2436_f685743f-def7-4652-bfdc-99b7ac3db626.jpeg,年少失母的窦昭因为家庭变故和坎坷波折的命运对人间情爱与亲情失望透顶，她斗继母、保家产，避居冷僻田庄，求学晓事以图自保自强。大雨之夜，窦昭与扮作商贾投宿的宋墨在田庄相逢，用自己的智慧帮其保下平寇有功的定国公一脉遗孤，二人命运也因此紧紧缠绕。出身官宦之家的宋墨深陷家变谜团，而窦昭也在继母的破坏下遭遇换亲流言。二人终于成亲共度困局。他们在相互帮扶中共渡难关，也由此渐渐相知相惜、互为知己。不料风雨欲来、朝堂骤变，窦昭与宋墨携手面对危局，共同挽救家族命运、解开英国公府换子疑云、成功阻止辽王谋逆，平忠臣冤案、保家国安宁，活出了真正属于自己的幸福生活。,"古装,剧情,古装,悬疑推理",,,1,
